step,phase,delta_oracle,delta_GLR-UCB,delta_D-UCB,delta_SW-UCB,switch_oracle,switch_GLR-UCB,switch_D-UCB,switch_SW-UCB
862,2,46450.6,47069.2,47069.2,147587.8,0,0,0,0
863,2,46450.6,47069.2,47069.2,147601.2,0,0,0,0
864,2,46450.6,47069.2,47069.2,147613.1,0,0,0,0
865,2,46450.6,47069.2,47069.2,147625.8,0,0,0,0
866,2,46450.6,47069.2,47069.2,147639.8,0,0,0,0
867,2,46450.6,47069.2,47069.2,147652.5,0,0,0,0
868,2,46450.6,47069.2,47069.2,147663.5,0,0,0,0
869,2,46450.6,47069.2,47069.2,147674.8,0,0,0,0
870,2,46450.6,47069.2,47069.2,147688.8,0,0,0,0
871,2,46450.6,47069.2,47069.2,147701.8,0,0,0,0
872,2,46450.6,47069.2,47069.2,147715.5,0,0,0,0
873,2,46450.6,47069.2,47069.2,147728.9,0,0,0,0
874,2,46450.6,47069.2,47069.2,147742.9,0,0,0,0
875,2,46450.6,47069.2,47069.2,147756.6,0,0,0,0
876,2,46450.6,47069.2,47069.2,147771.3,0,0,0,0
877,2,46450.6,47069.2,47069.2,147783.4,0,0,0,0
878,2,46450.6,47069.2,47069.2,147795.2,0,0,0,0
879,2,46450.6,47069.2,47069.2,147807.7,0,0,0,0
880,2,46450.6,47069.2,47069.2,147820.5,0,0,0,0
881,2,46450.6,47069.2,47069.2,147833.6,0,0,0,0
882,2,46450.6,47069.2,47069.2,147844.9,0,0,0,0
883,2,46450.6,47069.2,47069.2,147857.8,0,0,0,0
884,2,46450.6,47069.2,47069.2,147872.4,0,0,0,0
885,2,46450.6,47069.2,47069.2,147884.4,0,0,0,0
886,2,46450.6,47069.2,47069.2,147899.0,0,0,0,0
887,2,46450.6,47069.2,47069.2,147913.6,0,0,0,0
888,2,46450.6,47069.2,47069.2,147924.8,0,0,0,0
889,2,46450.6,47069.2,47069.2,147936.4,0,0,0,0
890,2,46450.6,47069.2,47069.2,147948.5,0,0,0,0
891,2,46450.6,47069.2,47069.2,147962.3,0,0,0,0
892,2,46450.6,47069.2,47069.2,147973.7,0,0,0,0
893,2,46450.6,47069.2,47069.2,147988.2,0,0,0,0
894,2,46450.6,47069.2,47069.2,148003.1,0,0,0,0
895,2,46450.6,47069.2,47069.2,148014.3,0,0,0,0
896,2,46450.6,47069.2,47069.2,148027.9,0,0,0,0
897,2,46450.6,47069.2,47069.2,148042.7,0,0,0,0
898,2,46450.6,47069.2,47069.2,148057.8,0,0,0,0
899,2,46450.6,47069.2,47069.2,148073.0,0,0,0,0
900,3,46713.5,47069.2,47069.2,148068.5,0,0,0,0
901,3,46709.0,47069.2,47069.2,148064.1,0,0,0,0
902,3,46704.4,47069.2,47069.2,189411.7,0,0,0,1
903,3,46699.8,47069.2,47069.2,190785.3,0,0,0,1
904,3,46695.2,47069.2,47069.2,192787.4,0,0,0,1
905,3,46690.7,47069.2,47069.2,194211.9,0,0,0,1
906,3,46686.0,47069.2,47069.2,195619.8,0,0,0,1
907,3,46681.6,47069.2,47069.2,195708.5,0,0,0,0
908,3,46677.1,47069.2,47069.2,195797.5,0,0,0,0
909,3,46672.6,47069.2,47069.2,195886.2,0,0,0,0
910,3,46668.2,47069.2,47069.2,195975.2,0,0,0,0
911,3,46663.7,47069.2,47069.2,196064.5,0,0,0,0
912,3,46659.2,47069.2,47069.2,196153.0,0,0,0,0
913,3,46654.6,47069.2,47069.2,196241.6,0,0,0,0
914,3,46650.2,47069.2,47069.2,196330.5,0,0,0,0
915,3,46645.7,47069.2,47069.2,196419.5,0,0,0,0
916,3,46641.3,47069.2,47069.2,196508.6,0,0,0,0
917,3,46636.6,47069.2,47069.2,196597.2,0,0,0,0
918,3,46632.2,47069.2,47069.2,196686.1,0,0,0,0
919,3,46627.6,47069.2,47069.2,196774.6,0,0,0,0
920,3,46623.2,47069.2,47069.2,196864.0,0,0,0,0
921,3,46618.7,47069.2,47069.2,196952.6,0,0,0,0
922,3,46614.2,47069.2,47069.2,197041.2,0,0,0,0
923,3,46609.7,47069.2,47069.2,197129.7,0,0,0,0
924,3,46605.2,47069.2,47069.2,197218.2,0,0,0,0
925,3,46600.6,47069.2,47069.2,197307.0,0,0,0,0
926,3,46596.2,47069.2,47069.2,197395.1,0,0,0,0
927,3,46591.7,47069.2,47069.2,197484.1,0,0,0,0
928,3,46587.1,47069.2,47069.2,197572.5,0,0,0,0
929,3,46582.6,47069.2,47069.2,197662.2,0,0,0,0
930,3,46578.2,47069.2,47069.2,197751.0,0,0,0,0
931,3,46573.6,47069.2,47069.2,197839.7,0,0,0,0
932,3,46569.2,47069.2,47069.2,197928.7,0,0,0,0
933,3,46564.9,47069.2,47069.2,198018.0,0,0,0,0
934,3,46560.4,47069.2,47069.2,198107.0,0,0,0,0
935,3,46555.9,47069.2,47069.2,198195.6,0,0,0,0
936,3,46551.4,47069.2,47069.2,198284.4,0,0,0,0
937,3,46546.8,47069.2,47069.2,198372.7,0,0,0,0
938,3,46542.2,47069.2,47069.2,198461.4,0,0,0,0
939,3,46537.6,47069.2,47069.2,198550.0,0,0,0,0
940,3,46533.2,47069.2,47069.2,198638.7,0,0,0,0
941,3,46528.7,47069.2,47069.2,198727.7,0,0,0,0
942,3,46524.1,47069.2,47069.2,198816.6,0,0,0,0
943,3,46519.6,47069.2,47069.2,198905.4,0,0,0,0
944,3,46515.1,47069.2,47069.2,198993.9,0,0,0,0
945,3,46510.6,47069.2,47069.2,199082.5,0,0,0,0
946,3,46506.2,47069.2,47069.2,199171.1,0,0,0,0
947,3,46501.8,47069.2,47069.2,199259.8,0,0,0,0
948,3,46497.4,47069.2,47069.2,199348.4,0,0,0,0
949,3,46492.6,47069.2,47069.2,199436.8,0,0,0,0
950,3,46488.0,47069.2,47069.2,199525.4,0,0,0,0
951,3,46483.5,47069.2,47069.2,199614.4,0,0,0,0
952,3,46479.0,47069.2,47069.2,199703.2,0,0,0,0
953,3,46474.5,47069.2,47069.2,199792.2,0,0,0,0
954,3,46470.1,47069.2,47069.2,199880.8,0,0,0,0
955,3,46465.6,47069.2,47069.2,199969.3,0,0,0,0
956,3,46461.2,47069.2,47069.2,200057.9,0,0,0,0
957,3,46456.7,47069.2,47069.2,200146.5,0,0,0,0
958,3,46452.3,47069.2,47069.2,200235.1,0,0,0,0
959,3,46448.0,47069.2,47069.2,200324.1,0,0,0,0
960,3,46443.5,47069.2,47069.2,200412.7,0,0,0,0
961,3,46439.1,47069.2,47069.2,200501.7,0,0,0,0
962,3,46434.7,47069.2,47069.2,200590.7,0,0,0,0
963,3,46430.2,47069.2,47069.2,201126.6,0,0,0,1
964,3,46425.7,47069.2,47069.2,201217.4,0,0,0,0
965,3,46421.2,47069.2,47069.2,201308.3,0,0,0,0
966,3,46416.5,47069.2,47069.2,201398.9,0,0,0,0
967,3,46412.1,47069.2,47069.2,201489.6,0,0,0,0
968,3,46407.8,47069.2,47069.2,201580.7,0,0,0,0
969,3,46403.3,47069.2,47069.2,201672.0,0,0,0,0
970,3,46398.8,47069.2,47069.2,201762.9,0,0,0,0
971,3,46394.3,47069.2,47069.2,201853.9,0,0,0,0
972,3,46389.8,47069.2,47069.2,201945.1,0,0,0,0
973,3,46385.2,47069.2,47069.2,202036.3,0,0,0,0
974,3,46380.5,47069.2,47069.2,202127.3,0,0,0,0
975,3,46376.1,47069.2,47069.2,202218.4,0,0,0,0
976,3,46371.7,47069.2,47069.2,202309.4,0,0,0,0
977,3,46367.2,47069.2,47069.2,202400.5,0,0,0,0
978,3,46362.7,47069.2,47069.2,202491.5,0,0,0,0
979,3,46358.3,47069.2,47069.2,202582.3,0,0,0,0
980,3,46353.5,47069.2,47069.2,202672.8,0,0,0,0
981,3,46349.2,47069.2,47069.2,202763.7,0,0,0,0
982,3,46344.6,47069.2,47069.2,202854.7,0,0,0,0
983,3,46340.1,47069.2,47069.2,202945.7,0,0,0,0
984,3,46335.5,47069.2,47069.2,203036.5,0,0,0,0
985,3,46331.1,47069.2,47069.2,203127.7,0,0,0,0
986,3,46326.5,47069.2,47069.2,203218.7,0,0,0,0
987,3,46322.1,47069.2,47069.2,203309.5,0,0,0,0
988,3,46317.6,47069.2,47069.2,203400.7,0,0,0,0
989,3,46313.1,47069.2,47069.2,203491.8,0,0,0,0
990,3,46308.6,47069.2,47069.2,203582.2,0,0,0,0
991,3,46304.1,47069.2,47069.2,203673.0,0,0,0,0
992,3,46299.6,47069.2,47069.2,203764.2,0,0,0,0
993,3,46295.1,47069.2,47069.2,203855.1,0,0,0,0
994,3,46290.6,47069.2,47069.2,203945.9,0,0,0,0
995,3,46286.3,47069.2,47069.2,204037.1,0,0,0,0
996,3,46281.7,47069.2,47069.2,204128.4,0,0,0,0
997,3,46277.1,47069.2,47069.2,204219.0,0,0,0,0
998,3,46272.5,47069.2,47069.2,204309.8,0,0,0,0
999,3,46268.0,47069.2,47069.2,204400.5,0,0,0,0
1000,3,46263.6,47069.2,47069.2,204491.4,0,0,0,0
1001,3,46259.0,47069.2,47069.2,204582.1,0,0,0,0
1002,3,46254.6,47069.2,47069.2,204673.0,0,0,0,0
1003,3,46250.1,47069.2,47069.2,204763.6,0,0,0,0
1004,3,46245.7,47069.2,47069.2,204854.8,0,0,0,0
1005,3,46241.1,47069.2,47069.2,204945.3,0,0,0,0
1006,3,46236.6,47069.2,47069.2,205036.3,0,0,0,0
1007,3,46232.1,47069.2,47069.2,205127.3,0,0,0,0
1008,3,46227.6,47069.2,47069.2,205218.1,0,0,0,0
1009,3,46223.1,47069.2,47069.2,205309.2,0,0,0,0
1010,3,46218.6,47069.2,47069.2,205399.9,0,0,0,0
1011,3,46214.1,47069.2,47069.2,205490.7,0,0,0,0
1012,3,46209.7,47069.2,47069.2,205581.6,0,0,0,0
1013,3,46205.1,47069.2,47069.2,205672.5,0,0,0,0
1014,3,46200.6,47069.2,47069.2,205763.4,0,0,0,0
1015,3,46196.1,47069.2,47069.2,205854.7,0,0,0,0
1016,3,46191.6,47069.2,47069.2,205945.2,0,0,0,0
1017,3,46187.1,47069.2,47069.2,206035.9,0,0,0,0
1018,3,46182.6,47069.2,47069.2,206126.9,0,0,0,0
1019,3,46178.0,47069.2,47069.2,206218.0,0,0,0,0
1020,3,46173.5,47069.2,47069.2,206308.8,0,0,0,0
1021,3,46169.0,47069.2,47069.2,206399.8,0,0,0,0
1022,3,46164.6,47069.2,47069.2,206491.0,0,0,0,0
1023,3,46160.3,47069.2,47069.2,206581.9,0,0,0,0
1024,3,46155.9,47069.2,47069.2,206672.8,0,0,0,0
1025,3,46151.4,47069.2,47069.2,206763.8,0,0,0,0
1026,3,46146.9,47069.2,47069.2,206854.7,0,0,0,0
1027,3,46142.4,47069.2,47069.2,206945.8,0,0,0,0
1028,3,46137.9,47069.2,47069.2,207036.2,0,0,0,0
1029,3,46133.2,47069.2,47069.2,207127.6,0,0,0,0
1030,3,46128.7,47069.2,47069.2,207218.1,0,0,0,0
1031,3,46124.3,47069.2,47069.2,207309.0,0,0,0,0
1032,3,46119.9,47069.2,47069.2,207399.9,0,0,0,0
1033,3,46115.5,47069.2,47069.2,207491.1,0,0,0,0
1034,3,46111.0,47069.2,47069.2,207582.3,0,0,0,0
1035,3,46106.6,47069.2,47069.2,207673.2,0,0,0,0
1036,3,46102.1,47069.2,47069.2,207764.1,0,0,0,0
1037,3,46097.6,47069.2,47069.2,207855.1,0,0,0,0
1038,3,46093.2,47069.2,47069.2,207946.3,0,0,0,0
1039,3,46088.7,47069.2,47069.2,208037.5,0,0,0,0
1040,3,46084.3,47069.2,47069.2,208128.6,0,0,0,0
1041,3,46079.8,47069.2,47069.2,208219.7,0,0,0,0
1042,3,46075.4,47069.2,47069.2,208310.4,0,0,0,0
1043,3,46071.0,47069.2,47069.2,208401.7,0,0,0,0
1044,3,46066.5,47069.2,47069.2,208492.5,0,0,0,0
1045,3,46062.0,47069.2,47069.2,208583.4,0,0,0,0
1046,3,46057.4,47069.2,47069.2,208674.2,0,0,0,0
1047,3,46052.8,47069.2,47069.2,208765.0,0,0,0,0
1048,3,46048.3,47069.2,47069.2,208856.0,0,0,0,0
1049,3,46044.0,47069.2,47069.2,208947.0,0,0,0,0
1050,3,46039.8,47069.2,47069.2,209037.9,0,0,0,0
1051,3,46035.3,47069.2,47069.2,209129.0,0,0,0,0
1052,3,46030.9,47069.2,47069.2,209220.1,0,0,0,0
1053,3,46026.3,47069.2,47069.2,209310.9,0,0,0,0
1054,3,46021.8,47069.2,47069.2,209401.9,0,0,0,0
1055,3,46017.2,47069.2,47069.2,209492.8,0,0,0,0
1056,3,46012.6,47069.2,47069.2,209583.8,0,0,0,0
1057,3,46008.2,47069.2,47069.2,209674.6,0,0,0,0
1058,3,46003.6,47069.2,47069.2,209765.7,0,0,0,0
1059,3,45999.1,47069.2,47069.2,209856.7,0,0,0,0
1060,3,45994.6,47069.2,47069.2,209947.2,0,0,0,0
1061,3,45990.1,47069.2,47069.2,210038.4,0,0,0,0
1062,3,45985.7,47069.2,47069.2,210129.6,0,0,0,0
1063,3,45981.2,47069.2,47069.2,210220.7,0,0,0,0
1064,3,45976.7,47069.2,47069.2,210311.9,0,0,0,0
1065,3,45972.2,47069.2,47069.2,210402.2,0,0,0,0
1066,3,45967.7,47069.2,47069.2,210493.3,0,0,0,0
1067,3,45963.0,47069.2,47069.2,210584.1,0,0,0,0
1068,3,45958.7,47069.2,47069.2,210675.3,0,0,0,0
1069,3,45954.1,47069.2,47069.2,210766.3,0,0,0,0
1070,3,45949.5,47069.2,47069.2,210857.5,0,0,0,0
1071,3,45944.9,47069.2,47069.2,210948.6,0,0,0,0
1072,3,45940.4,47069.2,47069.2,211038.7,0,0,0,0
1073,3,45935.8,47069.2,47069.2,211129.7,0,0,0,0
1074,3,45931.3,47069.2,47069.2,211220.7,0,0,0,0
1075,3,45926.7,47069.2,47069.2,211311.8,0,0,0,0
1076,3,45922.2,47069.2,47069.2,211403.0,0,0,0,0
1077,3,45917.6,47069.2,47069.2,211494.0,0,0,0,0
1078,3,45913.1,47069.2,47069.2,211585.2,0,0,0,0
1079,3,45908.7,47069.2,47069.2,211676.3,0,0,0,0
1080,3,45904.3,47069.2,47069.2,211767.4,0,0,0,0
1081,3,45899.8,47069.2,47069.2,211858.5,0,0,0,0
1082,3,45895.1,47069.2,47069.2,211949.3,0,0,0,0
1083,3,45890.7,47069.2,47069.2,212040.5,0,0,0,0
1084,3,45886.2,47069.2,47069.2,212131.5,0,0,0,0
1085,3,45881.6,47069.2,47069.2,212222.1,0,0,0,0
1086,3,45877.1,47069.2,47069.2,212313.5,0,0,0,0
1087,3,45872.5,47069.2,47069.2,212404.2,0,0,0,0
1088,3,45868.0,47069.2,47069.2,212495.4,0,0,0,0
1089,3,45863.4,47069.2,47069.2,212586.4,0,0,0,0
1090,3,45858.8,47069.2,47069.2,212677.4,0,0,0,0
1091,3,45854.5,47069.2,47069.2,212768.5,0,0,0,0
1092,3,45849.9,47069.2,47069.2,212859.3,0,0,0,0
1093,3,45845.3,47069.2,47069.2,212950.3,0,0,0,0
1094,3,45840.9,47069.2,47069.2,213041.4,0,0,0,0
1095,3,45836.5,47069.2,47069.2,213131.9,0,0,0,0
1096,3,45832.0,47069.2,47069.2,213222.8,0,0,0,0
1097,3,45827.4,47069.2,47069.2,213313.7,0,0,0,0
1098,3,45822.9,47069.2,47069.2,213405.1,0,0,0,0
1099,3,45818.6,47069.2,47069.2,213496.2,0,0,0,0
1100,3,45814.1,47069.2,47069.2,213587.4,0,0,0,0
1101,3,45809.6,47069.2,47069.2,213678.6,0,0,0,0
1102,3,45805.0,47069.2,47069.2,213769.5,0,0,0,0
1103,3,45800.4,47069.2,47069.2,213860.3,0,0,0,0
1104,3,45795.9,47069.2,47069.2,213951.1,0,0,0,0
1105,3,45791.4,47069.2,47069.2,214041.9,0,0,0,0
1106,3,45786.9,47069.2,47069.2,214133.0,0,0,0,0
1107,3,45782.3,47069.2,47069.2,214223.9,0,0,0,0
1108,3,45777.8,47069.2,47069.2,214315.1,0,0,0,0
1109,3,45773.3,47069.2,47069.2,214406.2,0,0,0,0
1110,3,45768.8,47069.2,47069.2,214497.2,0,0,0,0
1111,3,45764.1,47069.2,47069.2,214587.4,0,0,0,0
1112,3,45759.6,47069.2,47069.2,214678.6,0,0,0,0
1113,3,45755.1,47069.2,47069.2,214769.7,0,0,0,0
1114,3,45750.5,47069.2,47069.2,214860.7,0,0,0,0
1115,3,45746.0,47069.2,47069.2,214952.0,0,0,0,0
1116,3,45741.4,47069.2,47069.2,215042.7,0,0,0,0
1117,3,45737.0,47069.2,47069.2,215133.2,0,0,0,0
1118,3,45732.4,47069.2,47069.2,215224.6,0,0,0,0
1119,3,45727.9,47069.2,47069.2,215315.8,0,0,0,0
1120,3,45723.4,47069.2,47069.2,215406.5,0,0,0,0
1121,3,45719.0,47069.2,47069.2,215497.5,0,0,0,0
1122,3,45714.7,47069.2,47069.2,215588.2,0,0,0,0
1123,3,45710.2,47069.2,47069.2,215679.3,0,0,0,0
1124,3,45705.7,47069.2,47069.2,215770.3,0,0,0,0
1125,3,45701.1,47069.2,47069.2,215861.1,0,0,0,0
1126,3,45696.5,47069.2,47069.2,215952.0,0,0,0,0
1127,3,45692.0,47069.2,47069.2,216042.9,0,0,0,0
1128,3,45687.6,47069.2,47069.2,216133.8,0,0,0,0
1129,3,45683.1,47069.2,47069.2,216224.9,0,0,0,0
1130,3,45678.4,47069.2,47069.2,216315.7,0,0,0,0
1131,3,45673.8,47069.2,47069.2,216406.7,0,0,0,0
1132,3,45669.3,47069.2,47069.2,216497.5,0,0,0,0
1133,3,45664.5,47069.2,47069.2,216588.4,0,0,0,0
1134,3,45660.0,47069.2,47069.2,216679.2,0,0,0,0
1135,3,45655.6,47069.2,47069.2,216770.3,0,0,0,0
1136,3,45651.0,47069.2,47069.2,216861.2,0,0,0,0
1137,3,45646.5,47069.2,47069.2,216952.2,0,0,0,0
1138,3,45642.0,47069.2,47069.2,217043.2,0,0,0,0
1139,3,45637.6,47069.2,47069.2,217134.3,0,0,0,0
1140,3,45633.1,47069.2,47069.2,217225.4,0,0,0,0
1141,3,45628.5,47069.2,47069.2,217316.2,0,0,0,0
1142,3,45624.0,47069.2,47069.2,217407.3,0,0,0,0
1143,3,45619.4,47069.2,47069.2,217498.5,0,0,0,0
1144,3,45614.8,47069.2,47069.2,217589.5,0,0,0,0
1145,3,45610.4,47069.2,47069.2,217679.9,0,0,0,0
1146,3,45605.9,47069.2,47069.2,217770.6,0,0,0,0
1147,3,45601.4,47069.2,47069.2,217861.0,0,0,0,0
1148,3,45596.8,47069.2,47069.2,217952.1,0,0,0,0
1149,3,45592.3,47069.2,47069.2,218043.3,0,0,0,0
1150,3,45587.8,47069.2,47069.2,218134.6,0,0,0,0
1151,3,45583.3,47069.2,47069.2,218224.9,0,0,0,0
1152,3,45578.7,47069.2,47069.2,218315.5,0,0,0,0
1153,3,45574.3,47069.2,47069.2,218406.9,0,0,0,0
1154,3,45569.8,47069.2,47069.2,218497.6,0,0,0,0
1155,3,45565.3,47069.2,47069.2,218588.5,0,0,0,0
1156,3,45560.9,47069.2,47069.2,218679.7,0,0,0,0
1157,3,45556.5,47069.2,47069.2,218770.5,0,0,0,0
1158,3,45552.0,47069.2,47069.2,218861.1,0,0,0,0
1159,3,45547.6,47069.2,47069.2,218951.8,0,0,0,0
1160,3,45543.1,47069.2,47069.2,219042.8,0,0,0,0
1161,3,45538.6,47069.2,47069.2,219133.3,0,0,0,0
1162,3,45534.2,47069.2,47069.2,219224.6,0,0,0,0
1163,3,45529.7,47069.2,47069.2,219315.4,0,0,0,0
1164,3,45525.1,47069.2,47069.2,219406.3,0,0,0,0
1165,3,45520.5,47069.2,47069.2,219496.4,0,0,0,0
1166,3,45516.0,47069.2,47069.2,219587.2,0,0,0,0
1167,3,45511.4,47069.2,47069.2,219678.3,0,0,0,0
1168,3,45506.9,47069.2,47069.2,219769.4,0,0,0,0
1169,3,45502.4,47069.2,47069.2,219860.2,0,0,0,0
1170,3,45497.9,47069.2,47069.2,219951.1,0,0,0,0
1171,3,45493.4,47069.2,47069.2,220042.2,0,0,0,0
1172,3,45488.9,47069.2,47069.2,220133.1,0,0,0,0
1173,3,45484.4,47069.2,47069.2,220224.2,0,0,0,0
1174,3,45479.8,47069.2,47069.2,220315.1,0,0,0,0
1175,3,45475.4,47069.2,47069.2,220406.2,0,0,0,0
1176,3,45470.9,47069.2,47069.2,220497.0,0,0,0,0
1177,3,45466.4,47069.2,47069.2,220588.0,0,0,0,0
1178,3,45462.0,47069.2,47069.2,220679.2,0,0,0,0
1179,3,45457.3,47069.2,47069.2,220770.0,0,0,0,0
1180,3,45452.9,47069.2,47069.2,220861.0,0,0,0,0
1181,3,45448.3,47069.2,47069.2,220952.2,0,0,0,0
1182,3,45444.0,47069.2,47069.2,221043.3,0,0,0,0
1183,3,45439.5,47069.2,47069.2,221134.4,0,0,0,0
1184,3,45435.0,47069.2,47069.2,221397.3,0,0,0,1
1185,3,45430.5,47069.2,47069.2,221392.8,0,0,0,0
1186,3,45426.2,47069.2,47069.2,221388.4,0,0,0,0
1187,3,45421.8,47069.2,47069.2,221384.1,0,0,0,0
1188,3,45417.3,47069.2,47069.2,221379.5,0,0,0,0
1189,3,45412.8,47069.2,47069.2,221375.1,0,0,0,0
1190,3,45408.3,47069.2,47069.2,221370.6,0,0,0,0
1191,3,45403.8,47069.2,47069.2,221366.1,0,0,0,0
1192,3,45399.3,47069.2,47069.2,221361.5,0,0,0,0
1193,3,45394.7,47069.2,47069.2,221356.9,0,0,0,0
1194,3,45390.1,47069.2,47069.2,221352.4,0,0,0,0
1195,3,45385.6,47069.2,47069.2,221347.8,0,0,0,0
1196,3,45381.0,47069.2,47069.2,221343.3,0,0,0,0
1197,3,45376.4,47069.2,47069.2,221338.7,0,0,0,0
1198,3,45372.0,47069.2,47069.2,221334.3,0,0,0,0
1199,3,45367.5,47069.2,47069.2,221329.8,0,0,0,0
1200,4,93164.7,47069.2,47069.2,221367.3,0,0,0,0
1201,4,93164.7,47069.2,47069.2,221402.2,0,0,0,0
1202,4,93164.7,47069.2,47069.2,221434.9,0,0,0,0
1203,4,93164.7,47069.2,47069.2,269232.1,0,0,0,1
1204,4,93164.7,47069.2,47069.2,271485.5,0,0,0,1
1205,4,93164.7,47069.2,47069.2,274057.1,0,0,0,1
1206,4,93164.7,47069.2,47069.2,285852.7,0,0,0,1
1207,4,93164.7,47069.2,47069.2,303379.4,0,0,0,1
1208,4,93164.7,47069.2,47069.2,303411.6,0,0,0,0
1209,4,93164.7,47069.2,47069.2,303444.7,0,0,0,0
1210,4,93164.7,47069.2,47069.2,303483.2,0,0,0,0
1211,4,93164.7,47069.2,47069.2,303515.0,0,0,0,0
1212,4,93164.7,47069.2,47069.2,303550.4,0,0,0,0
1213,4,93164.7,47069.2,47069.2,303589.4,0,0,0,0
1214,4,93164.7,47069.2,47069.2,303620.9,0,0,0,0
1215,4,93164.7,47069.2,47069.2,303651.4,0,0,0,0
1216,4,93164.7,47069.2,47069.2,303680.3,0,0,0,0
1217,4,93164.7,47069.2,47069.2,303712.6,0,0,0,0
1218,4,93164.7,47069.2,47069.2,303745.7,0,0,0,0
1219,4,93164.7,47069.2,47069.2,303783.1,0,0,0,0
1220,4,93164.7,47069.2,47069.2,303817.6,0,0,0,0
1221,4,93164.7,47069.2,47069.2,303848.9,0,0,0,0
1222,4,93164.7,47069.2,47069.2,303882.4,0,0,0,0
1223,4,93164.7,47069.2,47069.2,303909.9,0,0,0,0
1224,4,93164.7,47069.2,47069.2,303934.4,0,0,0,0
1225,4,93164.7,47069.2,47069.2,303965.8,0,0,0,0
1226,4,93164.7,47069.2,47069.2,303998.0,0,0,0,0
1227,4,93164.7,47069.2,47069.2,304027.8,0,0,0,0
1228,4,93164.7,47069.2,47069.2,304060.8,0,0,0,0
1229,4,93164.7,47069.2,47069.2,304091.6,0,0,0,0
1230,4,93164.7,47069.2,47069.2,304119.2,0,0,0,0
1231,4,93164.7,47069.2,47069.2,304150.2,0,0,0,0
1232,4,93164.7,47069.2,47069.2,304176.7,0,0,0,0
1233,4,93164.7,47069.2,47069.2,304208.4,0,0,0,0
1234,4,93164.7,47069.2,47069.2,304236.4,0,0,0,0
1235,4,93164.7,47069.2,47069.2,304266.3,0,0,0,0
1236,4,93164.7,47069.2,47069.2,304300.5,0,0,0,0
1237,4,93164.7,47069.2,47069.2,304332.4,0,0,0,0
1238,4,93164.7,47069.2,47069.2,304368.2,0,0,0,0
1239,4,93164.7,47069.2,47069.2,304406.6,0,0,0,0
1240,4,93164.7,47069.2,47069.2,304438.1,0,0,0,0
1241,4,93164.7,47069.2,47069.2,304471.4,0,0,0,0
1242,4,93164.7,47069.2,47069.2,304500.9,0,0,0,0
1243,4,93164.7,47069.2,47069.2,304533.8,0,0,0,0
1244,4,93164.7,47069.2,47069.2,304567.8,0,0,0,0
1245,4,93164.7,47069.2,47069.2,304597.0,0,0,0,0
1246,4,93164.7,47069.2,47069.2,304634.7,0,0,0,0
1247,4,93164.7,47069.2,64602.9,304673.0,0,0,1,0
1248,4,93164.7,47069.2,65849.1,304708.8,0,0,1,0
1249,4,93164.7,47069.2,67975.1,304745.1,0,0,1,0
1250,4,93164.7,47069.2,70238.1,304778.4,0,0,1,0
1251,4,93164.7,47069.2,72810.2,304814.0,0,0,1,0
1252,4,93164.7,47069.2,84623.7,304841.0,0,0,1,0
1253,4,93164.7,47069.2,102151.4,304873.3,0,0,1,0
1254,4,93164.7,47069.2,102184.0,304905.8,0,0,0,0
1255,4,93164.7,47069.2,102215.4,304937.3,0,0,0,0
1256,4,93164.7,47069.2,102247.8,304969.6,0,0,0,0
1257,4,93164.7,47069.2,102285.2,305007.1,0,0,0,0
1258,4,93164.7,47069.2,102321.8,305043.6,0,0,0,0
1259,4,93164.7,47069.2,102358.8,305080.6,0,0,0,0
1260,4,93164.7,47069.2,102384.8,305106.6,0,0,0,0
1261,4,93164.7,47069.2,102423.8,305145.6,0,0,0,0
1262,4,93164.7,47069.2,102455.9,305177.7,0,0,0,0
1263,4,93164.7,47069.2,102489.9,307306.9,0,0,0,1
1264,4,93164.7,47069.2,102525.8,308550.0,0,0,0,1
1265,4,93164.7,47069.2,102560.0,308944.4,0,0,0,0
1266,4,93164.7,47069.2,102597.4,309336.0,0,0,0,0
1267,4,93164.7,47069.2,102626.0,309732.5,0,0,0,0
1268,4,93164.7,47069.2,102657.7,310115.3,0,0,0,0
1269,4,93164.7,47069.2,102686.3,310495.0,0,0,0,0
1270,4,93164.7,47069.2,102717.1,310882.8,0,0,0,0
1271,4,93164.7,47069.2,102752.5,311275.6,0,0,0,0
1272,4,93164.7,47069.2,102791.1,311671.1,0,0,0,0
1273,4,93164.7,47069.2,102830.4,312063.2,0,0,0,0
1274,4,93164.7,47069.2,102867.9,312453.1,0,0,0,0
1275,4,93164.7,47069.2,102899.0,312843.7,0,0,0,0
1276,4,93164.7,47069.2,102930.1,313236.4,0,0,0,0
1277,4,93164.7,47069.2,102965.8,313625.0,0,0,0,0
1278,4,93164.7,47069.2,103000.1,314018.1,0,0,0,0
1279,4,93164.7,47069.2,103025.6,314403.4,0,0,0,0
1280,4,93164.7,47069.2,103056.3,314791.7,0,0,0,0
1281,4,93164.7,47069.2,103083.7,315178.5,0,0,0,0
1282,4,93164.7,47069.2,103112.4,315566.4,0,0,0,0
1283,4,93164.7,47069.2,103150.6,315950.0,0,0,0,0
1284,4,93164.7,47069.2,103181.2,316342.8,0,0,0,0
1285,4,93164.7,47069.2,103219.3,316725.3,0,0,0,0
1286,4,93164.7,47069.2,103250.5,317113.5,0,0,0,0
1287,4,93164.7,47069.2,103283.0,317496.2,0,0,0,0
