step,phase,delta_oracle,delta_GLR-UCB,delta_D-UCB,delta_SW-UCB,switch_oracle,switch_GLR-UCB,switch_D-UCB,switch_SW-UCB
427,1,46450.6,47069.2,47069.2,88680.9,0,0,0,0
428,1,46450.6,47069.2,47069.2,88710.4,0,0,0,0
429,1,46450.6,47069.2,47069.2,88745.8,0,0,0,0
430,1,46450.6,47069.2,47069.2,88783.3,0,0,0,0
431,1,46450.6,47069.2,47069.2,88816.9,0,0,0,0
432,1,46450.6,47069.2,47069.2,88853.0,0,0,0,0
433,1,46450.6,47069.2,47069.2,88889.3,0,0,0,0
434,1,46450.6,47069.2,47069.2,88924.1,0,0,0,0
435,1,46450.6,47069.2,47069.2,88956.8,0,0,0,0
436,1,46450.6,47069.2,47069.2,88987.9,0,0,0,0
437,1,46450.6,47069.2,47069.2,89020.4,0,0,0,0
438,1,46450.6,47069.2,47069.2,89058.2,0,0,0,0
439,1,46450.6,47069.2,47069.2,89096.6,0,0,0,0
440,1,46450.6,47069.2,47069.2,89128.5,0,0,0,0
441,1,46450.6,47069.2,47069.2,89162.7,0,0,0,0
442,1,46450.6,47069.2,47069.2,89199.8,0,0,0,0
443,1,46450.6,47069.2,47069.2,89238.7,0,0,0,0
444,1,46450.6,47069.2,47069.2,89268.6,0,0,0,0
445,1,46450.6,47069.2,47069.2,89309.0,0,0,0,0
446,1,46450.6,47069.2,47069.2,89345.1,0,0,0,0
447,1,46450.6,47069.2,47069.2,89383.7,0,0,0,0
448,1,46450.6,47069.2,47069.2,89418.3,0,0,0,0
449,1,46450.6,47069.2,47069.2,89450.1,0,0,0,0
450,1,46450.6,47069.2,47069.2,89486.4,0,0,0,0
451,1,46450.6,47069.2,47069.2,89524.9,0,0,0,0
452,1,46450.6,47069.2,47069.2,89556.7,0,0,0,0
453,1,46450.6,47069.2,47069.2,89583.7,0,0,0,0
454,1,46450.6,47069.2,47069.2,89615.7,0,0,0,0
455,1,46450.6,47069.2,47069.2,89647.3,0,0,0,0
456,1,46450.6,47069.2,47069.2,89682.6,0,0,0,0
457,1,46450.6,47069.2,47069.2,89719.7,0,0,0,0
458,1,46450.6,47069.2,47069.2,89752.6,0,0,0,0
459,1,46450.6,47069.2,47069.2,89783.4,0,0,0,0
460,1,46450.6,47069.2,47069.2,89812.9,0,0,0,0
461,1,46450.6,47069.2,47069.2,89844.6,0,0,0,0
462,1,46450.6,47069.2,47069.2,89876.3,0,0,0,0
463,1,46450.6,47069.2,47069.2,89913.0,0,0,0,0
464,1,46450.6,47069.2,47069.2,89948.0,0,0,0,0
465,1,46450.6,47069.2,47069.2,89981.7,0,0,0,0
466,1,46450.6,47069.2,47069.2,90013.8,0,0,0,0
467,1,46450.6,47069.2,47069.2,90047.0,0,0,0,0
468,1,46450.6,47069.2,47069.2,90080.8,0,0,0,0
469,1,46450.6,47069.2,47069.2,90113.4,0,0,0,0
470,1,46450.6,47069.2,47069.2,90147.6,0,0,0,0
471,1,46450.6,47069.2,47069.2,90177.7,0,0,0,0
472,1,46450.6,47069.2,47069.2,90210.9,0,0,0,0
473,1,46450.6,47069.2,47069.2,90235.8,0,0,0,0
474,1,46450.6,47069.2,47069.2,90272.5,0,0,0,0
475,1,46450.6,47069.2,47069.2,90302.4,0,0,0,0
476,1,46450.6,47069.2,47069.2,90337.7,0,0,0,0
477,1,46450.6,47069.2,47069.2,90373.4,0,0,0,0
478,1,46450.6,47069.2,47069.2,90412.0,0,0,0,0
479,1,46450.6,47069.2,47069.2,90441.6,0,0,0,0
480,1,46450.6,47069.2,47069.2,90466.7,0,0,0,0
481,1,46450.6,47069.2,47069.2,90502.6,0,0,0,0
482,1,46450.6,47069.2,47069.2,90532.8,0,0,0,0
483,1,46450.6,47069.2,47069.2,90569.4,0,0,0,0
484,1,46450.6,47069.2,47069.2,90605.2,0,0,0,0
485,1,46450.6,47069.2,47069.2,90637.1,0,0,0,0
486,1,46450.6,47069.2,47069.2,90666.8,0,0,0,0
487,1,46450.6,47069.2,47069.2,90700.7,0,0,0,0
488,1,46450.6,47069.2,47069.2,90734.7,0,0,0,0
489,1,46450.6,47069.2,47069.2,90761.7,0,0,0,0
490,1,46450.6,47069.2,47069.2,90790.7,0,0,0,0
491,1,46450.6,47069.2,47069.2,90821.1,0,0,0,0
492,1,46450.6,47069.2,47069.2,90854.7,0,0,0,0
493,1,46450.6,47069.2,47069.2,90890.4,0,0,0,0
494,1,46450.6,47069.2,47069.2,90925.0,0,0,0,0
495,1,46450.6,47069.2,47069.2,90954.4,0,0,0,0
496,1,46450.6,47069.2,47069.2,90987.9,0,0,0,0
497,1,46450.6,47069.2,47069.2,91018.5,0,0,0,0
498,1,46450.6,47069.2,47069.2,91043.0,0,0,0,0
499,1,46450.6,47069.2,47069.2,91072.6,0,0,0,0
500,1,46450.6,47069.2,47069.2,91109.6,0,0,0,0
501,1,46450.6,47069.2,47069.2,91143.6,0,0,0,0
502,1,46450.6,47069.2,47069.2,91179.0,0,0,0,0
503,1,46450.6,47069.2,47069.2,91215.3,0,0,0,0
504,1,46450.6,47069.2,47069.2,91249.2,0,0,0,0
505,1,46450.6,47069.2,47069.2,91285.2,0,0,0,0
506,1,46450.6,47069.2,47069.2,91313.1,0,0,0,0
507,1,46450.6,47069.2,47069.2,91339.8,0,0,0,0
508,1,46450.6,47069.2,47069.2,91371.2,0,0,0,0
509,1,46450.6,47069.2,47069.2,91408.1,0,0,0,0
510,1,46450.6,47069.2,47069.2,91444.0,0,0,0,0
511,1,46450.6,47069.2,47069.2,91480.3,0,0,0,0
512,1,46450.6,47069.2,47069.2,91516.5,0,0,0,0
513,1,46450.6,47069.2,47069.2,91551.2,0,0,0,0
514,1,46450.6,47069.2,47069.2,91582.8,0,0,0,0
515,1,46450.6,47069.2,47069.2,91613.2,0,0,0,0
516,1,46450.6,47069.2,47069.2,91648.5,0,0,0,0
517,1,46450.6,47069.2,47069.2,91685.7,0,0,0,0
518,1,46450.6,47069.2,47069.2,91724.5,0,0,0,0
519,1,46450.6,47069.2,47069.2,91761.6,0,0,0,0
520,1,46450.6,47069.2,47069.2,91790.2,0,0,0,0
521,1,46450.6,47069.2,47069.2,91817.7,0,0,0,0
522,1,46450.6,47069.2,47069.2,91853.1,0,0,0,0
523,1,46450.6,47069.2,47069.2,91882.7,0,0,0,0
524,1,46450.6,47069.2,47069.2,91918.7,0,0,0,0
525,1,46450.6,47069.2,47069.2,91956.5,0,0,0,0
526,1,46450.6,47069.2,47069.2,91986.8,0,0,0,0
527,1,46450.6,47069.2,47069.2,92024.5,0,0,0,0
528,1,46450.6,47069.2,47069.2,92058.8,0,0,0,0
529,1,46450.6,47069.2,47069.2,92088.0,0,0,0,0
530,1,46450.6,47069.2,47069.2,92125.7,0,0,0,0
531,1,46450.6,47069.2,47069.2,92152.4,0,0,0,0
532,1,46450.6,47069.2,47069.2,92182.2,0,0,0,0
533,1,46450.6,47069.2,47069.2,92218.2,0,0,0,0
534,1,46450.6,47069.2,47069.2,92246.8,0,0,0,0
535,1,46450.6,47069.2,47069.2,92281.2,0,0,0,0
536,1,46450.6,47069.2,47069.2,92311.9,0,0,0,0
537,1,46450.6,47069.2,47069.2,92349.7,0,0,0,0
538,1,46450.6,47069.2,47069.2,92382.5,0,0,0,0
539,1,46450.6,47069.2,47069.2,92421.4,0,0,0,0
540,1,46450.6,47069.2,47069.2,92459.1,0,0,0,0
541,1,46450.6,47069.2,47069.2,92494.2,0,0,0,0
542,1,46450.6,47069.2,47069.2,92533.2,0,0,0,0
543,1,46450.6,47069.2,47069.2,92564.9,0,0,0,0
544,1,46450.6,47069.2,47069.2,92599.1,0,0,0,0
545,1,46450.6,47069.2,47069.2,92633.9,0,0,0,0
546,1,46450.6,47069.2,47069.2,92669.2,0,0,0,0
547,1,46450.6,47069.2,47069.2,92701.3,0,0,0,0
548,1,46450.6,47069.2,47069.2,92734.3,0,0,0,0
549,1,46450.6,47069.2,47069.2,92763.0,0,0,0,0
550,1,46450.6,47069.2,47069.2,92799.7,0,0,0,0
551,1,46450.6,47069.2,47069.2,92827.9,0,0,0,0
552,1,46450.6,47069.2,47069.2,92854.6,0,0,0,0
553,1,46450.6,47069.2,47069.2,92887.0,0,0,0,0
554,1,46450.6,47069.2,47069.2,92922.9,0,0,0,0
555,1,46450.6,47069.2,47069.2,92961.6,0,0,0,0
556,1,46450.6,47069.2,47069.2,92994.9,0,0,0,0
557,1,46450.6,47069.2,47069.2,93023.9,0,0,0,0
558,1,46450.6,47069.2,47069.2,93056.2,0,0,0,0
559,1,46450.6,47069.2,47069.2,93093.3,0,0,0,0
560,1,46450.6,47069.2,47069.2,93130.1,0,0,0,0
561,1,46450.6,47069.2,47069.2,93167.2,0,0,0,0
562,1,46450.6,47069.2,47069.2,93200.6,0,0,0,0
563,1,46450.6,47069.2,47069.2,93239.5,0,0,0,0
564,1,46450.6,47069.2,47069.2,93274.4,0,0,0,0
565,1,46450.6,47069.2,47069.2,93313.0,0,0,0,0
566,1,46450.6,47069.2,47069.2,93348.0,0,0,0,0
567,1,46450.6,47069.2,47069.2,93383.2,0,0,0,0
568,1,46450.6,47069.2,47069.2,93417.6,0,0,0,0
569,1,46450.6,47069.2,47069.2,93455.2,0,0,0,0
570,1,46450.6,47069.2,47069.2,93483.3,0,0,0,0
571,1,46450.6,47069.2,47069.2,93512.1,0,0,0,0
572,1,46450.6,47069.2,47069.2,93550.8,0,0,0,0
573,1,46450.6,47069.2,47069.2,93588.0,0,0,0,0
574,1,46450.6,47069.2,47069.2,93625.4,0,0,0,0
575,1,46450.6,47069.2,47069.2,93664.6,0,0,0,0
576,1,46450.6,47069.2,47069.2,93698.6,0,0,0,0
577,1,46450.6,47069.2,47069.2,93731.2,0,0,0,0
578,1,46450.6,47069.2,47069.2,93760.3,0,0,0,0
579,1,46450.6,47069.2,47069.2,93792.3,0,0,0,0
580,1,46450.6,47069.2,47069.2,93828.6,0,0,0,0
581,1,46450.6,47069.2,47069.2,93859.4,0,0,0,0
582,1,46450.6,47069.2,47069.2,93892.8,0,0,0,0
583,1,46450.6,47069.2,47069.2,93921.7,0,0,0,0
584,1,46450.6,47069.2,47069.2,93952.1,0,0,0,0
585,1,46450.6,47069.2,47069.2,93987.5,0,0,0,0
586,1,46450.6,47069.2,47069.2,94019.3,0,0,0,0
587,1,46450.6,47069.2,47069.2,94048.0,0,0,0,0
588,1,46450.6,47069.2,47069.2,94079.9,0,0,0,0
589,1,46450.6,47069.2,47069.2,94112.6,0,0,0,0
590,1,46450.6,47069.2,47069.2,94147.5,0,0,0,0
591,1,46450.6,47069.2,47069.2,94185.2,0,0,0,0
592,1,46450.6,47069.2,47069.2,94216.1,0,0,0,0
593,1,46450.6,47069.2,47069.2,94247.4,0,0,0,0
594,1,46450.6,47069.2,47069.2,94283.7,0,0,0,0
595,1,46450.6,47069.2,47069.2,94320.8,0,0,0,0
596,1,46450.6,47069.2,47069.2,94358.2,0,0,0,0
597,1,46450.6,47069.2,47069.2,94391.2,0,0,0,0
598,1,46450.6,47069.2,47069.2,94421.4,0,0,0,0
599,1,46450.6,47069.2,47069.2,94455.7,0,0,0,0
600,2,46450.6,47069.2,47069.2,94468.4,0,0,0,0
601,2,46450.6,47069.2,47069.2,128043.4,0,0,0,1
602,2,46450.6,47069.2,47069.2,129634.9,0,0,0,1
603,2,46450.6,47069.2,47069.2,132114.7,0,0,0,1
604,2,46450.6,47069.2,47069.2,133702.8,0,0,0,1
605,2,46450.6,47069.2,47069.2,135282.9,0,0,0,1
606,2,46450.6,47069.2,47069.2,135955.2,0,0,0,1
607,2,46450.6,47069.2,47069.2,136112.0,0,0,0,0
608,2,46450.6,47069.2,47069.2,136269.0,0,0,0,0
609,2,46450.6,47069.2,47069.2,136422.8,0,0,0,0
610,2,46450.6,47069.2,47069.2,136578.3,0,0,0,0
611,2,46450.6,47069.2,47069.2,136731.6,0,0,0,0
612,2,46450.6,47069.2,47069.2,136884.9,0,0,0,0
613,2,46450.6,47069.2,47069.2,137039.7,0,0,0,0
614,2,46450.6,47069.2,47069.2,137191.0,0,0,0,0
615,2,46450.6,47069.2,47069.2,137347.4,0,0,0,0
616,2,46450.6,47069.2,47069.2,137501.4,0,0,0,0
617,2,46450.6,47069.2,47069.2,137656.3,0,0,0,0
618,2,46450.6,47069.2,47069.2,137811.3,0,0,0,0
619,2,46450.6,47069.2,47069.2,137965.6,0,0,0,0
620,2,46450.6,47069.2,47069.2,138120.3,0,0,0,0
621,2,46450.6,47069.2,47069.2,138276.4,0,0,0,0
622,2,46450.6,47069.2,47069.2,138430.6,0,0,0,0
623,2,46450.6,47069.2,47069.2,138585.2,0,0,0,0
624,2,46450.6,47069.2,47069.2,138740.2,0,0,0,0
625,2,46450.6,47069.2,47069.2,138895.0,0,0,0,0
626,2,46450.6,47069.2,47069.2,139050.1,0,0,0,0
627,2,46450.6,47069.2,47069.2,139205.1,0,0,0,0
628,2,46450.6,47069.2,47069.2,139359.8,0,0,0,0
629,2,46450.6,47069.2,47069.2,139514.2,0,0,0,0
630,2,46450.6,47069.2,47069.2,139666.9,0,0,0,0
631,2,46450.6,47069.2,47069.2,139822.3,0,0,0,0
632,2,46450.6,47069.2,47069.2,139974.2,0,0,0,0
633,2,46450.6,47069.2,47069.2,140128.1,0,0,0,0
634,2,46450.6,47069.2,47069.2,140282.9,0,0,0,0
635,2,46450.6,47069.2,47069.2,140436.5,0,0,0,0
636,2,46450.6,47069.2,47069.2,140590.4,0,0,0,0
637,2,46450.6,47069.2,47069.2,140744.5,0,0,0,0
638,2,46450.6,47069.2,47069.2,140897.3,0,0,0,0
639,2,46450.6,47069.2,47069.2,141053.8,0,0,0,0
640,2,46450.6,47069.2,47069.2,141211.4,0,0,0,0
641,2,46450.6,47069.2,47069.2,141367.6,0,0,0,0
642,2,46450.6,47069.2,47069.2,141521.9,0,0,0,0
643,2,46450.6,47069.2,47069.2,141677.7,0,0,0,0
644,2,46450.6,47069.2,47069.2,141829.7,0,0,0,0
645,2,46450.6,47069.2,47069.2,141986.1,0,0,0,0
646,2,46450.6,47069.2,47069.2,142142.8,0,0,0,0
647,2,46450.6,47069.2,47069.2,142299.4,0,0,0,0
648,2,46450.6,47069.2,47069.2,142455.0,0,0,0,0
649,2,46450.6,47069.2,47069.2,142610.0,0,0,0,0
650,2,46450.6,47069.2,47069.2,142763.1,0,0,0,0
651,2,46450.6,47069.2,47069.2,142919.2,0,0,0,0
652,2,46450.6,47069.2,47069.2,143075.7,0,0,0,0
653,2,46450.6,47069.2,47069.2,143230.7,0,0,0,0
654,2,46450.6,47069.2,47069.2,143386.9,0,0,0,0
655,2,46450.6,47069.2,47069.2,143543.2,0,0,0,0
656,2,46450.6,47069.2,47069.2,143700.1,0,0,0,0
657,2,46450.6,47069.2,47069.2,143855.3,0,0,0,0
658,2,46450.6,47069.2,47069.2,144011.0,0,0,0,0
659,2,46450.6,47069.2,47069.2,144166.1,0,0,0,0
660,2,46450.6,47069.2,47069.2,144323.6,0,0,0,0
661,2,46450.6,47069.2,47069.2,144478.5,0,0,0,0
662,2,46450.6,47069.2,47069.2,144632.6,0,0,0,0
663,2,46450.6,47069.2,47069.2,144934.3,0,0,0,1
664,2,46450.6,47069.2,47069.2,144945.9,0,0,0,0
665,2,46450.6,47069.2,47069.2,144958.3,0,0,0,0
666,2,46450.6,47069.2,47069.2,144971.1,0,0,0,0
667,2,46450.6,47069.2,47069.2,144985.7,0,0,0,0
668,2,46450.6,47069.2,47069.2,144999.1,0,0,0,0
669,2,46450.6,47069.2,47069.2,145010.9,0,0,0,0
670,2,46450.6,47069.2,47069.2,145024.4,0,0,0,0
671,2,46450.6,47069.2,47069.2,145036.9,0,0,0,0
672,2,46450.6,47069.2,47069.2,145049.8,0,0,0,0
673,2,46450.6,47069.2,47069.2,145062.4,0,0,0,0
674,2,46450.6,47069.2,47069.2,145094.9,0,0,0,0
675,2,46450.6,47069.2,47069.2,145109.3,0,0,0,0
676,2,46450.6,47069.2,47069.2,145121.6,0,0,0,0
677,2,46450.6,47069.2,47069.2,145135.2,0,0,0,0
678,2,46450.6,47069.2,47069.2,145146.3,0,0,0,0
679,2,46450.6,47069.2,47069.2,145158.4,0,0,0,0
680,2,46450.6,47069.2,47069.2,145170.1,0,0,0,0
681,2,46450.6,47069.2,47069.2,145181.5,0,0,0,0
682,2,46450.6,47069.2,47069.2,145196.4,0,0,0,0
683,2,46450.6,47069.2,47069.2,145209.8,0,0,0,0
684,2,46450.6,47069.2,47069.2,145223.5,0,0,0,0
685,2,46450.6,47069.2,47069.2,145235.4,0,0,0,0
686,2,46450.6,47069.2,47069.2,145247.4,0,0,0,0
687,2,46450.6,47069.2,47069.2,145259.8,0,0,0,0
688,2,46450.6,47069.2,47069.2,145272.8,0,0,0,0
689,2,46450.6,47069.2,47069.2,145286.8,0,0,0,0
690,2,46450.6,47069.2,47069.2,145299.8,0,0,0,0
691,2,46450.6,47069.2,47069.2,145311.4,0,0,0,0
692,2,46450.6,47069.2,47069.2,145325.5,0,0,0,0
693,2,46450.6,47069.2,47069.2,145339.9,0,0,0,0
694,2,46450.6,47069.2,47069.2,145353.1,0,0,0,0
695,2,46450.6,47069.2,47069.2,145366.2,0,0,0,0
696,2,46450.6,47069.2,47069.2,145379.6,0,0,0,0
697,2,46450.6,47069.2,47069.2,145393.0,0,0,0,0
698,2,46450.6,47069.2,47069.2,145405.7,0,0,0,0
699,2,46450.6,47069.2,47069.2,145418.6,0,0,0,0
700,2,46450.6,47069.2,47069.2,145430.3,0,0,0,0
701,2,46450.6,47069.2,47069.2,145441.5,0,0,0,0
702,2,46450.6,47069.2,47069.2,145453.2,0,0,0,0
703,2,46450.6,47069.2,47069.2,145465.5,0,0,0,0
704,2,46450.6,47069.2,47069.2,145478.3,0,0,0,0
705,2,46450.6,47069.2,47069.2,145489.5,0,0,0,0
706,2,46450.6,47069.2,47069.2,145502.2,0,0,0,0
707,2,46450.6,47069.2,47069.2,145515.6,0,0,0,0
708,2,46450.6,47069.2,47069.2,145527.1,0,0,0,0
709,2,46450.6,47069.2,47069.2,145539.6,0,0,0,0
710,2,46450.6,47069.2,47069.2,145551.3,0,0,0,0
711,2,46450.6,47069.2,47069.2,145565.2,0,0,0,0
712,2,46450.6,47069.2,47069.2,145579.1,0,0,0,0
713,2,46450.6,47069.2,47069.2,145591.7,0,0,0,0
714,2,46450.6,47069.2,47069.2,145606.0,0,0,0,0
715,2,46450.6,47069.2,47069.2,145618.6,0,0,0,0
716,2,46450.6,47069.2,47069.2,145632.8,0,0,0,0
717,2,46450.6,47069.2,47069.2,145645.0,0,0,0,0
718,2,46450.6,47069.2,47069.2,145659.6,0,0,0,0
719,2,46450.6,47069.2,47069.2,145672.6,0,0,0,0
720,2,46450.6,47069.2,47069.2,145686.9,0,0,0,0
721,2,46450.6,47069.2,47069.2,145699.0,0,0,0,0
722,2,46450.6,47069.2,47069.2,145713.8,0,0,0,0
723,2,46450.6,47069.2,47069.2,145724.6,0,0,0,0
724,2,46450.6,47069.2,47069.2,145738.1,0,0,0,0
725,2,46450.6,47069.2,47069.2,145752.9,0,0,0,0
726,2,46450.6,47069.2,47069.2,145765.2,0,0,0,0
727,2,46450.6,47069.2,47069.2,145777.8,0,0,0,0
728,2,46450.6,47069.2,47069.2,145790.5,0,0,0,0
729,2,46450.6,47069.2,47069.2,145802.2,0,0,0,0
730,2,46450.6,47069.2,47069.2,145815.8,0,0,0,0
731,2,46450.6,47069.2,47069.2,145828.2,0,0,0,0
732,2,46450.6,47069.2,47069.2,145859.5,0,0,0,0
733,2,46450.6,47069.2,47069.2,145873.2,0,0,0,0
734,2,46450.6,47069.2,47069.2,145885.2,0,0,0,0
735,2,46450.6,47069.2,47069.2,145900.3,0,0,0,0
736,2,46450.6,47069.2,47069.2,145915.2,0,0,0,0
737,2,46450.6,47069.2,47069.2,145929.1,0,0,0,0
738,2,46450.6,47069.2,47069.2,145943.3,0,0,0,0
739,2,46450.6,47069.2,47069.2,145954.5,0,0,0,0
740,2,46450.6,47069.2,47069.2,145967.9,0,0,0,0
741,2,46450.6,47069.2,47069.2,145982.3,0,0,0,0
742,2,46450.6,47069.2,47069.2,145995.3,0,0,0,0
743,2,46450.6,47069.2,47069.2,146008.9,0,0,0,0
744,2,46450.6,47069.2,47069.2,146024.0,0,0,0,0
745,2,46450.6,47069.2,47069.2,146037.5,0,0,0,0
746,2,46450.6,47069.2,47069.2,146049.0,0,0,0,0
747,2,46450.6,47069.2,47069.2,146061.9,0,0,0,0
748,2,46450.6,47069.2,47069.2,146072.9,0,0,0,0
749,2,46450.6,47069.2,47069.2,146085.2,0,0,0,0
750,2,46450.6,47069.2,47069.2,146116.3,0,0,0,0
751,2,46450.6,47069.2,47069.2,146131.3,0,0,0,0
752,2,46450.6,47069.2,47069.2,146143.4,0,0,0,0
753,2,46450.6,47069.2,47069.2,146155.8,0,0,0,0
754,2,46450.6,47069.2,47069.2,146169.1,0,0,0,0
755,2,46450.6,47069.2,47069.2,146182.7,0,0,0,0
756,2,46450.6,47069.2,47069.2,146194.8,0,0,0,0
757,2,46450.6,47069.2,47069.2,146207.9,0,0,0,0
758,2,46450.6,47069.2,47069.2,146219.9,0,0,0,0
759,2,46450.6,47069.2,47069.2,146233.2,0,0,0,0
760,2,46450.6,47069.2,47069.2,146246.9,0,0,0,0
761,2,46450.6,47069.2,47069.2,146260.5,0,0,0,0
762,2,46450.6,47069.2,47069.2,146273.3,0,0,0,0
763,2,46450.6,47069.2,47069.2,146286.0,0,0,0,0
764,2,46450.6,47069.2,47069.2,146299.9,0,0,0,0
765,2,46450.6,47069.2,47069.2,146311.4,0,0,0,0
766,2,46450.6,47069.2,47069.2,146324.8,0,0,0,0
767,2,46450.6,47069.2,47069.2,146337.8,0,0,0,0
768,2,46450.6,47069.2,47069.2,146351.0,0,0,0,0
769,2,46450.6,47069.2,47069.2,146362.5,0,0,0,0
770,2,46450.6,47069.2,47069.2,146373.1,0,0,0,0
771,2,46450.6,47069.2,47069.2,146386.2,0,0,0,0
772,2,46450.6,47069.2,47069.2,146399.1,0,0,0,0
773,2,46450.6,47069.2,47069.2,146411.9,0,0,0,0
774,2,46450.6,47069.2,47069.2,146426.6,0,0,0,0
775,2,46450.6,47069.2,47069.2,146438.9,0,0,0,0
776,2,46450.6,47069.2,47069.2,146454.0,0,0,0,0
777,2,46450.6,47069.2,47069.2,146467.2,0,0,0,0
778,2,46450.6,47069.2,47069.2,146481.4,0,0,0,0
779,2,46450.6,47069.2,47069.2,146495.5,0,0,0,0
780,2,46450.6,47069.2,47069.2,146510.3,0,0,0,0
781,2,46450.6,47069.2,47069.2,146521.4,0,0,0,0
782,2,46450.6,47069.2,47069.2,146534.3,0,0,0,0
783,2,46450.6,47069.2,47069.2,146549.3,0,0,0,0
784,2,46450.6,47069.2,47069.2,146563.4,0,0,0,0
785,2,46450.6,47069.2,47069.2,146578.0,0,0,0,0
786,2,46450.6,47069.2,47069.2,146593.0,0,0,0,0
787,2,46450.6,47069.2,47069.2,146606.5,0,0,0,0
788,2,46450.6,47069.2,47069.2,146619.9,0,0,0,0
789,2,46450.6,47069.2,47069.2,146635.5,0,0,0,0
790,2,46450.6,47069.2,47069.2,146649.4,0,0,0,0
791,2,46450.6,47069.2,47069.2,146659.8,0,0,0,0
792,2,46450.6,47069.2,47069.2,146671.1,0,0,0,0
793,2,46450.6,47069.2,47069.2,146683.8,0,0,0,0
794,2,46450.6,47069.2,47069.2,146696.5,0,0,0,0
795,2,46450.6,47069.2,47069.2,146711.6,0,0,0,0
796,2,46450.6,47069.2,47069.2,146724.2,0,0,0,0
797,2,46450.6,47069.2,47069.2,146737.7,0,0,0,0
798,2,46450.6,47069.2,47069.2,146750.1,0,0,0,0
799,2,46450.6,47069.2,47069.2,146763.6,0,0,0,0
800,2,46450.6,47069.2,47069.2,146776.3,0,0,0,0
801,2,46450.6,47069.2,47069.2,146790.5,0,0,0,0
802,2,46450.6,47069.2,47069.2,146803.8,0,0,0,0
803,2,46450.6,47069.2,47069.2,146817.9,0,0,0,0
804,2,46450.6,47069.2,47069.2,146830.3,0,0,0,0
805,2,46450.6,47069.2,47069.2,146843.8,0,0,0,0
806,2,46450.6,47069.2,47069.2,146856.7,0,0,0,0
807,2,46450.6,47069.2,47069.2,146869.5,0,0,0,0
808,2,46450.6,47069.2,47069.2,146884.9,0,0,0,0
809,2,46450.6,47069.2,47069.2,146896.3,0,0,0,0
810,2,46450.6,47069.2,47069.2,146910.2,0,0,0,0
811,2,46450.6,47069.2,47069.2,146923.3,0,0,0,0
812,2,46450.6,47069.2,47069.2,146934.4,0,0,0,0
813,2,46450.6,47069.2,47069.2,146947.2,0,0,0,0
814,2,46450.6,47069.2,47069.2,146958.2,0,0,0,0
815,2,46450.6,47069.2,47069.2,146970.0,0,0,0,0
816,2,46450.6,47069.2,47069.2,146982.2,0,0,0,0
817,2,46450.6,47069.2,47069.2,146996.9,0,0,0,0
818,2,46450.6,47069.2,47069.2,147008.3,0,0,0,0
819,2,46450.6,47069.2,47069.2,147021.0,0,0,0,0
820,2,46450.6,47069.2,47069.2,147034.1,0,0,0,0
821,2,46450.6,47069.2,47069.2,147047.8,0,0,0,0
822,2,46450.6,47069.2,47069.2,147062.5,0,0,0,0
823,2,46450.6,47069.2,47069.2,147073.8,0,0,0,0
824,2,46450.6,47069.2,47069.2,147086.6,0,0,0,0
825,2,46450.6,47069.2,47069.2,147099.6,0,0,0,0
826,2,46450.6,47069.2,47069.2,147111.8,0,0,0,0
827,2,46450.6,47069.2,47069.2,147124.8,0,0,0,0
828,2,46450.6,47069.2,47069.2,147139.1,0,0,0,0
829,2,46450.6,47069.2,47069.2,147152.2,0,0,0,0
830,2,46450.6,47069.2,47069.2,147164.6,0,0,0,0
831,2,46450.6,47069.2,47069.2,147178.2,0,0,0,0
832,2,46450.6,47069.2,47069.2,147189.8,0,0,0,0
833,2,46450.6,47069.2,47069.2,147202.7,0,0,0,0
834,2,46450.6,47069.2,47069.2,147215.4,0,0,0,0
835,2,46450.6,47069.2,47069.2,147229.6,0,0,0,0
836,2,46450.6,47069.2,47069.2,147243.9,0,0,0,0
837,2,46450.6,47069.2,47069.2,147257.0,0,0,0,0
838,2,46450.6,47069.2,47069.2,147269.6,0,0,0,0
839,2,46450.6,47069.2,47069.2,147282.3,0,0,0,0
840,2,46450.6,47069.2,47069.2,147294.3,0,0,0,0
841,2,46450.6,47069.2,47069.2,147307.2,0,0,0,0
842,2,46450.6,47069.2,47069.2,147322.0,0,0,0,0
843,2,46450.6,47069.2,47069.2,147334.9,0,0,0,0
844,2,46450.6,47069.2,47069.2,147348.4,0,0,0,0
845,2,46450.6,47069.2,47069.2,147359.3,0,0,0,0
846,2,46450.6,47069.2,47069.2,147373.5,0,0,0,0
847,2,46450.6,47069.2,47069.2,147387.1,0,0,0,0
848,2,46450.6,47069.2,47069.2,147402.1,0,0,0,0
849,2,46450.6,47069.2,47069.2,147416.0,0,0,0,0
850,2,46450.6,47069.2,47069.2,147429.8,0,0,0,0
851,2,46450.6,47069.2,47069.2,147443.4,0,0,0,0
852,2,46450.6,47069.2,47069.2,147455.2,0,0,0,0
853,2,46450.6,47069.2,47069.2,147467.8,0,0,0,0
854,2,46450.6,47069.2,47069.2,147479.7,0,0,0,0
855,2,46450.6,47069.2,47069.2,147493.9,0,0,0,0
856,2,46450.6,47069.2,47069.2,147507.9,0,0,0,0
857,2,46450.6,47069.2,47069.2,147522.9,0,0,0,0
858,2,46450.6,47069.2,47069.2,147536.5,0,0,0,0
859,2,46450.6,47069.2,47069.2,147549.8,0,0,0,0
860,2,46450.6,47069.2,47069.2,147562.5,0,0,0,0
861,2,46450.6,47069.2,47069.2,147574.7,0,0,0,0
